Reaction_No,substrate_pair,Ligand_Short_Hand,Catalyst_1_Short_Hand,Reagent_1_Short_Hand,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,row_index,model,label,y_true,y_pred,y_std,lower_95,upper_95,incumbent_yield,expected_improvement,recommendation_number,best_yield_found,best_available_test_yield,simple_regret
690,1b_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeOH,86.98,461,M1_interpretable_5,Five interpretable Kraken descriptors,86.98,105.36770216300486,11.174215993393089,83.46623881595441,127.26916551005532,96.89,9.536918942060876,1,86.98,97.83,10.849999999999994
390,1b_2a,CataCXium A,Pd(OAc)2,NaOH,MeCN,96.38,261,M1_interpretable_5,Five interpretable Kraken descriptors,96.38,100.1383611520072,11.520962753842232,77.55727415447643,122.71944814953798,96.89,6.100542314059883,2,96.38,97.83,1.4500000000000028
726,1b_2a,CataCXium A,Pd(OAc)2,KOH,MeOH,85.46,485,M1_interpretable_5,Five interpretable Kraken descriptors,85.46,95.91309229497523,12.771919556291518,70.88012996464386,120.9460546253066,96.89,4.390833692069332,3,96.38,97.83,1.4500000000000028
722,1b_2a,P(Ph)3,Pd(OAc)2,KOH,MeOH,92.61,481,M1_interpretable_5,Five interpretable Kraken descriptors,92.61,94.89089535040591,13.496999307000904,68.43677670868414,121.34501399212769,96.89,4.227010681065537,4,96.38,97.83,1.4500000000000028
679,1b_2a,SPhos,Pd(OAc)2,NaOH,MeOH,92.88,454,M1_interpretable_5,Five interpretable Kraken descriptors,92.88,95.26024862560854,12.423958132208464,70.90929068647995,119.61120656473713,96.89,3.96421325624354,5,96.38,97.83,1.4500000000000028
746,1b_2a,P(Ph)3,Pd(OAc)2,Et3N,MeOH,82.99,497,M1_interpretable_5,Five interpretable Kraken descriptors,82.99,93.97127521053002,12.416013714039666,69.63588833101228,118.30666209004777,96.89,3.4305030084091097,6,96.38,97.83,1.4500000000000028
486,1b_2a,CataCXium A,Pd(OAc)2,NaOH,THF,96.57,325,M1_interpretable_5,Five interpretable Kraken descriptors,96.57,94.27029643251288,11.836760142749746,71.07024655272338,117.47034631230238,96.89,3.3254007868577915,7,96.57,97.83,1.2600000000000051
558,1b_2a,CataCXium A,Pd(OAc)2,Et3N,THF,97.83,373,M1_interpretable_5,Five interpretable Kraken descriptors,97.83,92.85590626789026,11.952532454917067,69.42894265625281,116.28286987952771,96.89,2.8403525028995693,8,97.83,97.83,0.0
542,1b_2a,P(Ph)3,Pd(OAc)2,LiOtBu,THF,87.78,361,M1_interpretable_5,Five interpretable Kraken descriptors,87.78,88.90637131745304,13.636522833360253,62.17878656406694,115.63395607083913,96.89,2.218470576045861,9,97.83,97.83,0.0
482,1b_2a,P(Ph)3,Pd(OAc)2,NaOH,THF,90.21,321,M1_interpretable_5,Five interpretable Kraken descriptors,90.21,86.79747887576755,13.796760189851181,59.755828903659236,113.83912884787587,96.89,1.7548178154667013,10,97.83,97.83,0.0
759,1b_2a,AmPhos,Pd(OAc)2,None,MeOH,61.57,506,M1_interpretable_5,Five interpretable Kraken descriptors,61.57,85.32166896543474,14.696150345112457,56.51721428901432,114.12612364185516,96.89,1.7015599234001928,11,97.83,97.83,0.0
387,1b_2a,AmPhos,Pd(OAc)2,NaOH,MeCN,86.82,258,M1_interpretable_5,Five interpretable Kraken descriptors,86.82,85.48329460427983,13.990654112050043,58.06161254466175,112.90497666389791,96.89,1.5356828529009299,12,97.83,97.83,0.0
555,1b_2a,AmPhos,Pd(OAc)2,Et3N,THF,91.88,370,M1_interpretable_5,Five interpretable Kraken descriptors,91.88,83.96206338299135,14.549083175823569,55.44586035837715,112.47826640760553,96.89,1.4007603749845634,13,97.83,97.83,0.0
531,1b_2a,AmPhos,Pd(OAc)2,KOH,THF,75.63,354,M1_interpretable_5,Five interpretable Kraken descriptors,75.63,85.79512476031289,12.707746593305437,60.887941437434236,110.70230808319154,96.89,1.247449802813915,14,97.83,97.83,0.0
483,1b_2a,AmPhos,Pd(OAc)2,NaOH,THF,86.25,322,M1_interpretable_5,Five interpretable Kraken descriptors,86.25,82.40592447234229,14.597767036577366,53.794301080650655,111.01754786403393,96.89,1.156155892723287,15,97.83,97.83,0.0
553,1b_2a,P(tBu)3,Pd(OAc)2,Et3N,THF,94.67,368,M1_interpretable_5,Five interpretable Kraken descriptors,94.67,84.43968503943884,13.205876520142214,58.5561670599601,110.32320301891758,96.89,1.1414022124496443,16,97.83,97.83,0.0
638,1b_2a,P(Ph)3,Pd(OAc)2,LiOtBu,DMF,81.23,425,M1_interpretable_5,Five interpretable Kraken descriptors,81.23,84.41648763457631,12.789642398144538,59.348788534213014,109.48418673493961,96.89,1.0367214190730976,17,97.83,97.83,0.0
723,1b_2a,AmPhos,Pd(OAc)2,KOH,MeOH,71.62,482,M1_interpretable_5,Five interpretable Kraken descriptors,71.62,82.84306600767539,13.74273827888904,55.90729898105287,109.77883303429792,96.89,1.0229753602632004,18,97.83,97.83,0.0
714,1b_2a,CataCXium A,Pd(OAc)2,K3PO4,MeOH,89.42,477,M1_interpretable_5,Five interpretable Kraken descriptors,89.42,83.41446942082013,13.319867360737849,57.30752939377395,109.5214094478663,96.89,1.0095673104048792,19,97.83,97.83,0.0
457,1b_2a,P(tBu)3,Pd(OAc)2,Et3N,MeCN,91.95,304,M1_interpretable_5,Five interpretable Kraken descriptors,91.95,82.9130221804554,13.602489144068903,56.252143458080354,109.57390090283045,96.89,1.0012116450064896,20,97.83,97.83,0.0
2391,1b_2b,AmPhos,Pd(OAc)2,None,MeCN,83.89,1594,M1_interpretable_5,Five interpretable Kraken descriptors,83.89,83.44019873912737,13.683798549976023,56.619953581174364,110.26044389708036,96.75,1.1202210664276158,1,83.89,96.19,12.299999999999997
2366,1b_2b,P(Ph)3,Pd(OAc)2,LiOtBu,MeCN,73.07,1577,M1_interpretable_5,Five interpretable Kraken descriptors,73.07,84.35882055013262,12.685047675109653,59.4961271069177,109.22151399334754,96.75,1.0245598894089296,2,83.89,96.19,12.299999999999997
2355,1b_2b,AmPhos,Pd(OAc)2,KOH,MeCN,81.7,1570,M1_interpretable_5,Five interpretable Kraken descriptors,81.7,82.98473474680574,13.1391485848302,57.23200352053855,108.73746597307294,96.75,0.9273736915020887,3,83.89,96.19,12.299999999999997
2490,1b_2b,CataCXium A,Pd(OAc)2,None,THF,93.15,1661,M1_interpretable_5,Five interpretable Kraken descriptors,93.15,84.16016967987935,11.369852939208377,61.87525791903093,106.44508144072776,96.75,0.704296577893136,4,93.15,96.19,3.039999999999992
2358,1b_2b,CataCXium A,Pd(OAc)2,KOH,MeCN,78.09,1573,M1_interpretable_5,Five interpretable Kraken descriptors,78.09,83.25766810412105,11.422014329583789,60.87052001813683,105.64481619010527,96.75,0.6085908378344436,5,93.15,96.19,3.039999999999992
2365,1b_2b,P(tBu)3,Pd(OAc)2,LiOtBu,MeCN,92.06,1576,M1_interpretable_5,Five interpretable Kraken descriptors,92.06,78.159725635306,13.885990014856604,50.94318520618706,105.37626606442495,96.75,0.5381159777702091,6,93.15,96.19,3.039999999999992
2479,1b_2b,SPhos,Pd(OAc)2,Et3N,THF,87.02,1654,M1_interpretable_5,Five interpretable Kraken descriptors,87.02,77.83531186907892,12.96465330340933,52.424591394396636,103.24603234376121,96.75,0.382114962079219,7,93.15,96.19,3.039999999999992
2318,1b_2b,P(Ph)3,Pd(OAc)2,NaHCO3,MeCN,68.23,1545,M1_interpretable_5,Five interpretable Kraken descriptors,68.23,75.31914516203389,14.019522741065522,47.84088058954546,102.79740973452232,96.75,0.35427136635310696,8,93.15,96.19,3.039999999999992
2466,1b_2b,CataCXium A,Pd(OAc)2,LiOtBu,THF,96.19,1645,M1_interpretable_5,Five interpretable Kraken descriptors,96.19,79.22836630005635,10.974991019804435,57.71738390123966,100.73934869887304,96.75,0.2308354541087584,9,96.19,96.19,0.0
2594,1b_2b,P(Ph)3,Pd(OAc)2,NaOH,MeOH,79.1,1729,M1_interpretable_5,Five interpretable Kraken descriptors,79.1,74.59966765091772,12.632072839263861,49.84080488596055,99.3585304158749,96.75,0.18349445067656944,10,96.19,96.19,0.0
2583,1b_2b,AmPhos,Pd(OAc)2,None,DMF,57.76,1722,M1_interpretable_5,Five interpretable Kraken descriptors,57.76,71.17970367007035,13.95119199142236,43.83536736688252,98.52403997325818,96.75,0.1672276305854392,11,96.19,96.19,0.0
2666,1b_2b,P(Ph)3,Pd(OAc)2,Et3N,MeOH,53.9,1777,M1_interpretable_5,Five interpretable Kraken descriptors,53.9,73.22093376441966,12.928876688141614,47.88033545566209,98.56153207317722,96.75,0.15905454141755793,12,96.19,96.19,0.0
2439,1b_2b,AmPhos,Pd(OAc)2,K3PO4,THF,69.6,1626,M1_interpretable_5,Five interpretable Kraken descriptors,69.6,70.90931964364651,13.288419938911966,44.86401656337906,96.95462272391396,96.75,0.11831533323169174,13,96.19,96.19,0.0
2679,1b_2b,AmPhos,Pd(OAc)2,None,MeOH,42.55,1786,M1_interpretable_5,Five interpretable Kraken descriptors,42.55,68.578400185844,14.144386588363204,40.85540247265212,96.30139789903589,96.75,0.11166113980873427,14,96.19,96.19,0.0
2606,1b_2b,P(Ph)3,Pd(OAc)2,NaHCO3,MeOH,68.46,1737,M1_interpretable_5,Five interpretable Kraken descriptors,68.46,67.49964400345289,14.30743433811374,39.457072700749954,95.54221530615581,96.75,0.09795548949894928,15,96.19,96.19,0.0
2488,1b_2b,P(Cy)3,Pd(OAc)2,None,THF,68.94,1659,M1_interpretable_5,Five interpretable Kraken descriptors,68.94,73.00484346364094,11.966711873948729,49.55008819070143,96.45959873658045,96.75,0.09472928022253935,16,96.19,96.19,0.0
2331,1b_2b,AmPhos,Pd(OAc)2,CsF,MeCN,68.33,1554,M1_interpretable_5,Five interpretable Kraken descriptors,68.33,66.50930211628537,14.614654569088897,37.86457916087113,95.1540250716996,96.75,0.09364404802400039,17,96.19,96.19,0.0
2359,1b_2b,SPhos,Pd(OAc)2,KOH,MeCN,89.93,1574,M1_interpretable_5,Five interpretable Kraken descriptors,89.93,73.68737670102365,11.322614585143787,51.49505211414183,95.87970128790548,96.75,0.0771675651357448,18,96.19,96.19,0.0
2330,1b_2b,P(Ph)3,Pd(OAc)2,CsF,MeCN,53.51,1553,M1_interpretable_5,Five interpretable Kraken descriptors,53.51,69.1597056182245,12.622508887884116,44.419588197971635,93.89982303847738,96.75,0.05736835636217097,19,96.19,96.19,0.0
2502,1b_2b,CataCXium A,Pd(OAc)2,NaOH,DMF,65.95,1669,M1_interpretable_5,Five interpretable Kraken descriptors,65.95,68.50086909906847,12.515944580094727,43.9696177220828,93.03212047605413,96.75,0.04623239025726117,20,96.19,96.19,0.0
4215,1b_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,72.19,2809,M1_interpretable_5,Five interpretable Kraken descriptors,72.19,69.976994387187,13.212503461314837,44.08048760300993,95.87350117136408,74.84,3.0178801011072114,1,72.19,73.12,0.9300000000000068
4218,1b_2c,P(o-Tol)3,Pd(OAc)2,K3PO4,MeOH,68.86,2812,M1_interpretable_5,Five interpretable Kraken descriptors,68.86,69.28475176409987,13.602390749155655,42.62406589575478,95.94543763244495,74.84,2.927924214680976,2,72.19,73.12,0.9300000000000068
4146,1b_2c,P(o-Tol)3,Pd(OAc)2,NaOH,MeOH,51.26,2764,M1_interpretable_5,Five interpretable Kraken descriptors,51.26,61.816793817998914,12.620829522300873,37.0799679542892,86.55361968170862,74.84,0.9159634675136883,3,72.19,73.12,0.9300000000000068
4179,1b_2c,P(Ph)3,Pd(OAc)2,NaHCO3,MeOH,40.92,2785,M1_interpretable_5,Five interpretable Kraken descriptors,40.92,57.562565512750055,13.309242588055943,31.476450040160408,83.6486809853397,74.84,0.5613546030002283,4,72.19,73.12,0.9300000000000068
4167,1b_2c,P(Ph)3,Pd(OAc)2,LiOtBu,MeOH,73.12,2777,M1_interpretable_5,Five interpretable Kraken descriptors,73.12,52.88871490982405,12.914533836307575,27.576228590661206,78.2012012289869,74.84,0.21492661129997914,5,73.12,73.12,0.0
3938,1b_2c,P(tBu)3,Pd(OAc)2,None,THF,20.69,2624,M1_interpretable_5,Five interpretable Kraken descriptors,20.69,46.1181986587464,14.61564655114321,17.471531418505712,74.7648658989871,74.84,0.12431321371154136,6,73.12,73.12,0.0
4142,1b_2c,P(tBu)3,Pd(OAc)2,NaOH,MeOH,38.52,2760,M1_interpretable_5,Five interpretable Kraken descriptors,38.52,47.07525706824673,12.93708342437554,21.71857355647067,72.43194058002278,74.84,0.06601411667915813,7,73.12,73.12,0.0
3941,1b_2c,P(Cy)3,Pd(OAc)2,None,THF,18.38,2627,M1_interpretable_5,Five interpretable Kraken descriptors,18.38,46.941411091283385,12.85146528389757,21.75253913484415,72.13028304772263,74.84,0.06108374504892128,8,73.12,73.12,0.0
4154,1b_2c,P(tBu)3,Pd(OAc)2,KOH,MeOH,46.83,2768,M1_interpretable_5,Five interpretable Kraken descriptors,46.83,39.89889748619428,14.063429555031005,12.334575558333508,67.46321941405505,74.84,0.02647955408504965,9,73.12,73.12,0.0
4159,1b_2c,CataCXium A,Pd(OAc)2,KOH,MeOH,66.67,2773,M1_interpretable_5,Five interpretable Kraken descriptors,66.67,46.95424217501214,11.48716197402757,24.439404705918104,69.46907964410617,74.84,0.02517060011030922,10,73.12,73.12,0.0
4204,1b_2c,AmPhos,Pd(OAc)2,CsF,MeOH,71.17,2802,M1_interpretable_5,Five interpretable Kraken descriptors,71.17,37.62226239115371,14.501522191330865,9.199278896145216,66.0452458861622,74.84,0.021164351798254516,11,73.12,73.12,0.0
3847,1b_2c,CataCXium A,Pd(OAc)2,None,MeCN,14.79,2565,M1_interpretable_5,Five interpretable Kraken descriptors,14.79,38.662110910308165,12.340043685143497,14.475625287426912,62.84859653318942,74.84,0.005199420153205514,12,73.12,73.12,0.0
4190,1b_2c,P(tBu)3,Pd(OAc)2,Et3N,MeOH,40.8,2792,M1_interpretable_5,Five interpretable Kraken descriptors,40.8,33.88208940976918,12.516479793213323,9.349789015071067,58.41438980446729,74.84,0.0015203447041729455,13,73.12,73.12,0.0
3942,1b_2c,P(o-Tol)3,Pd(OAc)2,None,THF,20.14,2628,M1_interpretable_5,Five interpretable Kraken descriptors,20.14,33.04151627658807,12.71361905912023,8.12282292071242,57.960209632463716,74.84,0.0014597394591303499,14,73.12,73.12,0.0
4210,1b_2c,XPhos,Pd(OAc)2,CsF,MeOH,33.45,2807,M1_interpretable_5,Five interpretable Kraken descriptors,33.45,31.976705534482686,12.955314920356406,6.58428829058413,57.36912277838124,74.84,0.0013771168782421087,15,73.12,73.12,0.0
4192,1b_2c,AmPhos,Pd(OAc)2,Et3N,MeOH,57.24,2794,M1_interpretable_5,Five interpretable Kraken descriptors,57.24,28.248030504679164,13.977415571374493,0.8522959847851581,55.64376502457317,74.84,0.0013650677110348952,16,73.12,73.12,0.0
3964,1b_2c,AmPhos,Pd(OAc)2,KOH,THF,24.69,2642,M1_interpretable_5,Five interpretable Kraken descriptors,24.69,31.91549469108589,12.808482412167088,6.810869163238397,57.020120218933386,74.84,0.0011526227159741314,17,73.12,73.12,0.0
4012,1b_2c,AmPhos,Pd(OAc)2,CsF,THF,52.13,2674,M1_interpretable_5,Five interpretable Kraken descriptors,52.13,26.08552493199987,14.169829643477433,-1.6873411692158982,53.85839103321564,74.84,0.0009114017402405312,18,73.12,73.12,0.0
3927,1b_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeCN,17.77,2617,M1_interpretable_5,Five interpretable Kraken descriptors,17.77,30.292627907282814,12.900542797992008,5.007564023218478,55.57769179134715,74.84,0.0007791248466631484,19,73.12,73.12,0.0
4035,1b_2c,P(Ph)3,Pd(OAc)2,None,DMF,13.72,2689,M1_interpretable_5,Five interpretable Kraken descriptors,13.72,25.228441387876156,14.02675961268026,-2.264007452977154,52.720890228729466,74.84,0.0006131599183150736,20,73.12,73.12,0.0
1072,1c_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeOH,89.13,715,M1_interpretable_5,Five interpretable Kraken descriptors,89.13,94.72255403809305,13.385603697383418,68.48677079122155,120.95833728496456,98.53,3.4604902961962436,1,89.13,97.45,8.320000000000007
1125,1c_2a,XPhos,Pd(OAc)2,LiOtBu,MeOH,82.88,751,M1_interpretable_5,Five interpretable Kraken descriptors,82.88,94.4774571742659,13.172461682740025,68.65943227609544,120.29548207243634,98.53,3.289542718082207,2,89.13,97.45,8.320000000000007
794,1c_2a,P(Ph)3,Pd(OAc)2,CsF,MeCN,96.49,529,M1_interpretable_5,Five interpretable Kraken descriptors,96.49,92.89821552090021,13.824198004286243,65.80278743249917,119.99364360930124,98.53,2.982959870821992,3,96.49,97.45,0.960000000000008
842,1c_2a,P(Ph)3,Pd(OAc)2,Et3N,MeCN,97.45,561,M1_interpretable_5,Five interpretable Kraken descriptors,97.45,93.8108735753612,12.850474125466096,68.62394428944765,118.99780286127475,98.53,2.9341376265785826,4,97.45,97.45,0.0
1084,1c_2a,P(Cy)3,Pd(OAc)2,CsF,MeOH,89.81,723,M1_interpretable_5,Five interpretable Kraken descriptors,89.81,92.68359509582673,13.315970984253555,66.58429196668976,118.7828982249637,98.53,2.7312758851566588,5,97.45,97.45,0.0
1106,1c_2a,P(Ph)3,Pd(OAc)2,KOH,MeOH,93.94,737,M1_interpretable_5,Five interpretable Kraken descriptors,93.94,92.81508166878945,12.861533322051558,67.6064763575684,118.0236869800105,98.53,2.611203771558089,6,97.45,97.45,0.0
1113,1c_2a,XPhos,Pd(OAc)2,KOH,MeOH,82.32,743,M1_interpretable_5,Five interpretable Kraken descriptors,82.32,90.3730990142157,11.751663604557267,67.33983834928345,113.40635967914794,98.53,1.5772915009227653,7,97.45,97.45,0.0
1094,1c_2a,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,94.15,729,M1_interpretable_5,Five interpretable Kraken descriptors,94.15,89.0155908859098,12.746324870712622,64.03279413931307,113.99838763250654,98.53,1.5712765645083837,8,97.45,97.45,0.0
835,1c_2a,SPhos,Pd(OAc)2,LiOtBu,MeCN,90.89,558,M1_interpretable_5,Five interpretable Kraken descriptors,90.89,87.88484861423072,12.050866065341578,64.26515112616123,111.50454610230021,98.53,1.156161816061919,9,97.45,97.45,0.0
1123,1c_2a,SPhos,Pd(OAc)2,LiOtBu,MeOH,90.9,750,M1_interpretable_5,Five interpretable Kraken descriptors,90.9,85.27950331494469,13.316527132137564,59.17911013595507,111.37989649393431,98.53,1.04231363086241,10,97.45,97.45,0.0
846,1c_2a,CataCXium A,Pd(OAc)2,Et3N,MeCN,92.52,565,M1_interpretable_5,Five interpretable Kraken descriptors,92.52,86.80861365240513,12.295499462600574,62.709434705708006,110.90779259910225,98.53,1.0362179151579847,11,97.45,97.45,0.0
986,1c_2a,P(Ph)3,Pd(OAc)2,CsF,DMF,91.14,657,M1_interpretable_5,Five interpretable Kraken descriptors,91.14,84.00478020655568,13.79923728996255,56.95827511822908,111.05128529488228,98.53,0.9679693288332998,12,97.45,97.45,0.0
795,1c_2a,AmPhos,Pd(OAc)2,CsF,MeCN,93.69,530,M1_interpretable_5,Five interpretable Kraken descriptors,93.69,82.8913106916601,14.012548158065728,55.42671630185127,110.35590508146892,98.53,0.867199094050989,13,97.45,97.45,0.0
945,1c_2a,XPhos,Pd(OAc)2,Et3N,THF,95.85,631,M1_interpretable_5,Five interpretable Kraken descriptors,95.85,83.37611620533393,13.558750642466316,56.80096494609995,109.9512674645679,98.53,0.834405475751927,14,97.45,97.45,0.0
786,1c_2a,CataCXium A,Pd(OAc)2,NaHCO3,MeCN,92.77,525,M1_interpretable_5,Five interpretable Kraken descriptors,92.77,84.09145421989973,12.589336831200162,59.416354030747414,108.76655440905205,98.53,0.7259206767643276,15,97.45,97.45,0.0
855,1c_2a,AmPhos,Pd(OAc)2,None,MeCN,90.67,570,M1_interpretable_5,Five interpretable Kraken descriptors,90.67,79.6798146419474,14.51281881802098,51.23468975862628,108.12493952526853,98.53,0.6152944899979269,16,97.45,97.45,0.0
831,1c_2a,AmPhos,Pd(OAc)2,LiOtBu,MeCN,84.74,554,M1_interpretable_5,Five interpretable Kraken descriptors,84.74,78.12758306141535,14.567397739549495,49.57548349189834,106.67968263093236,98.53,0.49443526062368104,17,97.45,97.45,0.0
784,1c_2a,P(Cy)3,Pd(OAc)2,NaHCO3,MeCN,93.05,523,M1_interpretable_5,Five interpretable Kraken descriptors,93.05,80.50097164797445,12.861866257058017,55.29171378414074,105.71022951180817,98.53,0.4309908569251488,18,97.45,97.45,0.0
878,1c_2a,P(Ph)3,Pd(OAc)2,NaHCO3,THF,87.25,585,M1_interpretable_5,Five interpretable Kraken descriptors,87.25,79.47399229715694,13.29298169210896,53.41974818062338,105.52823641369051,98.53,0.41591963314485336,19,97.45,97.45,0.0
988,1c_2a,P(Cy)3,Pd(OAc)2,CsF,DMF,94.46,659,M1_interpretable_5,Five interpretable Kraken descriptors,94.46,80.33467385485436,12.308322589333189,56.21036157976131,104.4589861299474,98.53,0.34544449306553804,20,97.45,97.45,0.0
1610,1c_2b,P(Ph)3,Pd(OAc)2,Et3N,MeCN,92.43,1073,M1_interpretable_5,Five interpretable Kraken descriptors,92.43,88.6745185668504,13.26051616332467,62.68390688673404,114.66513024696675,97.25,1.9452174375300904,1,92.43,98.61,6.179999999999993
1742,1c_2b,P(Ph)3,Pd(OAc)2,NaHCO3,DMF,90.99,1161,M1_interpretable_5,Five interpretable Kraken descriptors,90.99,85.69792724037973,14.669706638450211,56.945302229017315,114.45055225174214,97.25,1.6973756006286265,2,92.43,98.61,6.179999999999993
1587,1c_2b,AmPhos,Pd(OAc)2,KOH,MeCN,90.4,1058,M1_interpretable_5,Five interpretable Kraken descriptors,90.4,83.14777634845319,14.659211967512157,54.415720892129364,111.87983180477701,97.25,1.2304074776365646,3,92.43,98.61,6.179999999999993
1802,1c_2b,P(Ph)3,Pd(OAc)2,Et3N,DMF,85.9,1201,M1_interpretable_5,Five interpretable Kraken descriptors,85.9,85.37629611783687,13.103230047488555,59.6939652247593,111.05862701091445,97.25,1.2124501164240256,4,92.43,98.61,6.179999999999993
1718,1c_2b,P(Ph)3,Pd(OAc)2,None,THF,96.15,1145,M1_interpretable_5,Five interpretable Kraken descriptors,96.15,83.44493474005792,14.336893202891448,55.34462406239068,111.54524541772516,97.25,1.199543229259532,5,96.15,98.61,2.4599999999999937
1539,1c_2b,AmPhos,Pd(OAc)2,NaOH,MeCN,62.59,1026,M1_interpretable_5,Five interpretable Kraken descriptors,62.59,80.32138463296042,14.330112899439033,52.23436335005991,108.40840591586093,97.25,0.7775668882599267,6,96.15,98.61,2.4599999999999937
1591,1c_2b,SPhos,Pd(OAc)2,KOH,MeCN,84.76,1062,M1_interpretable_5,Five interpretable Kraken descriptors,84.76,82.03146042409253,12.855022766590238,56.83561580157566,107.22730504660939,97.25,0.6881793768975368,7,96.15,98.61,2.4599999999999937
1694,1c_2b,P(Ph)3,Pd(OAc)2,LiOtBu,THF,94.45,1129,M1_interpretable_5,Five interpretable Kraken descriptors,94.45,80.35933177394325,13.700533488213264,53.50628613704526,107.21237741084124,97.25,0.6655340928366904,8,96.15,98.61,2.4599999999999937
1828,1c_2b,P(Cy)3,Pd(OAc)2,NaOH,MeOH,62.34,1219,M1_interpretable_5,Five interpretable Kraken descriptors,62.34,80.86558157894714,13.260748839860305,54.87451385282095,106.85664930507335,97.25,0.6388776874022097,9,96.15,98.61,2.4599999999999937
1646,1c_2b,P(Ph)3,Pd(OAc)2,NaHCO3,THF,96.16,1097,M1_interpretable_5,Five interpretable Kraken descriptors,96.16,79.60970560946076,13.714332290270542,52.7296143205305,106.48979689839102,97.25,0.5948174395775603,10,96.16,98.61,2.450000000000003
1636,1c_2b,P(Cy)3,Pd(OAc)2,NaOH,THF,66.25,1091,M1_interpretable_5,Five interpretable Kraken descriptors,66.25,79.85968838503814,13.479562448935367,53.43974598512482,106.27963078495145,97.25,0.5790283576516855,11,96.16,98.61,2.450000000000003
1778,1c_2b,P(Ph)3,Pd(OAc)2,KOH,DMF,83.87,1185,M1_interpretable_5,Five interpretable Kraken descriptors,83.87,78.60201345449512,13.417180425247638,52.30433982100975,104.8996870879805,97.25,0.463322704455712,12,96.16,98.61,2.450000000000003
1850,1c_2b,P(Ph)3,Pd(OAc)2,CsF,MeOH,80.77,1233,M1_interpretable_5,Five interpretable Kraken descriptors,80.77,77.51918707515794,13.160719687148672,51.724176488346544,103.31419766196935,97.25,0.35413914746253883,13,96.16,98.61,2.450000000000003
1795,1c_2b,SPhos,Pd(OAc)2,LiOtBu,DMF,77.06,1198,M1_interpretable_5,Five interpretable Kraken descriptors,77.06,80.19095812848255,11.399707408980273,57.84753160688122,102.53438465008388,97.25,0.30456761737618554,14,96.16,98.61,2.450000000000003
1768,1c_2b,P(Cy)3,Pd(OAc)2,K3PO4,DMF,52.88,1179,M1_interpretable_5,Five interpretable Kraken descriptors,52.88,77.55618439658747,11.978053497217333,54.07919954204149,101.03316925113344,97.25,0.22669100299123446,15,96.16,98.61,2.450000000000003
1564,1c_2b,P(Cy)3,Pd(OAc)2,CsF,MeCN,73.25,1043,M1_interpretable_5,Five interpretable Kraken descriptors,73.25,74.36807936869175,12.918671381706842,49.047483460546346,99.68867527683716,97.25,0.17986129040663212,16,96.16,98.61,2.450000000000003
1551,1c_2b,AmPhos,Pd(OAc)2,NaHCO3,MeCN,89.54,1034,M1_interpretable_5,Five interpretable Kraken descriptors,89.54,73.01888013954239,13.440296668374534,46.6758986695283,99.36186160955648,97.25,0.17334826110246937,17,96.16,98.61,2.450000000000003
1879,1c_2b,SPhos,Pd(OAc)2,KOH,MeOH,73.51,1254,M1_interpretable_5,Five interpretable Kraken descriptors,73.51,72.70926656818435,12.408091341713316,48.38940753842625,97.02912559794245,97.25,0.1003532420511356,18,96.16,98.61,2.450000000000003
1627,1c_2b,SPhos,Pd(OAc)2,None,MeCN,61.68,1086,M1_interpretable_5,Five interpretable Kraken descriptors,61.68,72.76048498224188,12.259678421568443,48.73151527596773,96.78945468851603,97.25,0.09387160012338236,19,96.16,98.61,2.450000000000003
1881,1c_2b,XPhos,Pd(OAc)2,KOH,MeOH,71.6,1255,M1_interpretable_5,Five interpretable Kraken descriptors,71.6,70.1171876048885,13.319481955559203,44.01100297199246,96.22337223778453,97.25,0.09238665899653942,20,96.16,98.61,2.450000000000003
3447,1c_2c,P(Ph)3,Pd(OAc)2,K3PO4,MeOH,84.54,2297,M1_interpretable_5,Five interpretable Kraken descriptors,84.54,69.89403982256499,12.399473012332402,45.591072718393484,94.19700692673649,83.66,0.7692303111051628,1,84.54,84.54,0.0
3423,1c_2c,P(Ph)3,Pd(OAc)2,Et3N,MeOH,71.31,2281,M1_interpretable_5,Five interpretable Kraken descriptors,71.31,63.03112176955504,13.068654816044836,37.416558330107165,88.64568520900292,83.66,0.2919403188876031,2,84.54,84.54,0.0
3171,1c_2c,P(Ph)3,Pd(OAc)2,None,THF,47.59,2113,M1_interpretable_5,Five interpretable Kraken descriptors,47.59,50.40359804120267,14.321855022442996,22.3327621972144,78.47443388519093,83.66,0.04431904800916581,3,84.54,84.54,0.0
3425,1c_2c,P(Cy)3,Pd(OAc)2,Et3N,MeOH,69.26,2283,M1_interpretable_5,Five interpretable Kraken descriptors,69.26,49.30387205389209,13.762773473099616,22.328836046616846,76.27890806116734,83.66,0.024918195334447557,4,84.54,84.54,0.0
3389,1c_2c,P(Cy)3,Pd(OAc)2,KOH,MeOH,49.15,2259,M1_interpretable_5,Five interpretable Kraken descriptors,49.15,53.926071401591976,11.909259062753318,30.583923638595472,77.26821916458849,83.66,0.021157804583100015,5,84.54,84.54,0.0
