ligand,Reaction_No,Reactant_1_Name,Reactant_1_Short_Hand,Reactant_1_eq,Reactant_1_mmol,Reactant_2_Name,Reactant_2_eq,Catalyst_1_Short_Hand,Catalyst_1_eq,Ligand_eq,Reagent_1_Short_Hand,Reagent_1_eq,Solvent_1_Short_Hand,Product_Yield_PCT_Area_UV,Product_Yield_Mass_Ion_Count,Reagent_combo,reactant1_code,reactant2_code,substrate_pair,reaction_group,kraken_id,vmin_vmin_boltz,fmo_e_homo_boltz,fmo_e_lumo_boltz,dipolemoment_boltz,%vbur_boltz,%vbur_min,%vbur_max,%vbur_delta,delta_band_gap
P(tBu)3,1309,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,73.2,35820.38,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1310,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,81.77,133587.54,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1311,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,77.13,36857.16,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1312,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,77.57,115577.94,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1313,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,67.75,30970.8,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1314,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,84.72,121714.12,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1315,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,73.5,35373.68,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1317,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,LiOtBu,2.5,THF,73.95,33284.27,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1321,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,81.91,39773.8,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1322,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,87.64,136753.08,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1323,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,84.9,41266.25,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1324,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,80.13,129633.5,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1325,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,70.14,34113.89,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1326,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,87.87,130154.7,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1327,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,74.29,34648.79,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1329,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,Et3N,2.5,THF,67.97,33122.31,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1333,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,81.08,40192.92,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1334,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,88.67,143818.16,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1335,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,84.67,41664.09,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1336,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,82.58,131162.22,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1337,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,69.32,35050.38,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1338,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,81.6,134784.07,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1339,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,70.57,33527.1,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1341,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,None,2.5,THF,62.62,32001.52,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1345,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,64.95,36489.42,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1346,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,93.38,161594.9,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1347,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,89.51,50875.64,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1348,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,91.29,149423.73,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1349,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,74.87,41334.86,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1350,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,91.79,138316.25,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1351,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,83.02,45232.5,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1353,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaOH,2.5,DMF,75.62,40412.33,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1357,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,9.62,7744.54,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1358,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,89.45,175358.16,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1359,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,81.29,45243.33,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1360,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,84.98,155789.63,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1361,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,65.69,38546.56,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1362,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,73.08,132872.35,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1363,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,68.07,37568.97,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1365,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,NaHCO3,2.5,DMF,72.44,39528.9,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1369,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,8.8,7525.49,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1370,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,90.61,166210.9,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1371,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,87.35,47979.36,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1372,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,89.78,154911.05,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1373,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,79.47,43158.4,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1374,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,90.18,152975.38,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1375,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,83.1,45527.13,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1377,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,CsF,2.5,DMF,85.48,45947.76,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1381,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,12.07,9191.04,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1382,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,88.27,154396.18,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1383,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,82.92,45551.54,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1384,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,80.35,138472.62,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1385,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,66.72,36134.24,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
CataCXium A,1386,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,83.56,135438.01,"6-Iodoquinoline, 2a, Boronic Acid, CataCXium A",1d,2a,1d_2a,Group1,10,-0.067275049,-5.905547480919656,0.5654642526647985,1.202751491,0.35798252806787734,0.32807841036053925,0.4200812989098357,0.09200288854929646,-6.471011733584455
SPhos,1387,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,59.91,34907.44,"6-Iodoquinoline, 2a, Boronic Acid, SPhos",1d,2a,1d_2a,Group1,3,-0.066302714,-5.80482559597422,-0.4605088202472137,0.91118665,0.562900995470967,0.3166814200446083,0.5828130823603135,0.2661316623157052,-5.344316775727006
XPhos,1389,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,K3PO4,2.5,DMF,57.98,30386.12,"6-Iodoquinoline, 2a, Boronic Acid, XPhos",1d,2a,1d_2a,Group1,1,-0.061653832,-5.938704527848997,-0.6833410118412874,1.258121923,0.5878039545682812,0.31435776181025943,0.7123322772041967,0.39797451544961826,-5.2553635160077095
P(tBu)3,1393,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,DMF,49.99,27470.25,"6-Iodoquinoline, 2a, Boronic Acid, P(tBu)3",1d,2a,1d_2a,Group1,8,-0.0671848,-5.901605449028359,0.9798820187177758,1.083267719,0.36264209837213296,0.36264209837213296,0.36264209837213296,0.0,-6.881487467746135
P(Ph)3,1394,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,DMF,92.73,166122.58,"6-Iodoquinoline, 2a, Boronic Acid, P(Ph)3",1d,2a,1d_2a,Group1,17,-0.0482304,-6.214808504719601,-0.8024637803939797,1.460510726,0.2822400297908637,0.2822400297908637,0.2822400297908637,0.0,-5.412344724325621
AmPhos,1395,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,DMF,90.14,49324.98,"6-Iodoquinoline, 2a, Boronic Acid, AmPhos",1d,2a,1d_2a,Group1,216,-0.070188,-5.596837923073372,-0.2337458078529768,3.240919463,0.351658591150648,0.351658591150648,0.351658591150648,0.0,-5.363092115220396
P(Cy)3,1396,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,DMF,90.79,155019.49,"6-Iodoquinoline, 2a, Boronic Acid, P(Cy)3",1d,2a,1d_2a,Group1,11,-0.066834594,-5.9901874093823295,0.8725937813687094,1.280456867,0.32027083325392774,0.3020406261647686,0.3982773481439979,0.09623672197922933,-6.862781190751039
P(o-Tol)3,1397,6-Iodoquinoline,"1d, 6-I-Q",1.0,0.0004,"2a, Boronic Acid",1.0,Pd(OAc)2,0.0625,0.125,KOH,2.5,DMF,67.92,34833.66,"6-Iodoquinoline, 2a, Boronic Acid, P(o-Tol)3",1d,2a,1d_2a,Group1,9,-0.043479131,-6.056948069300696,-0.7646210415986252,0.432100754,0.39957140573066013,0.34384317927771607,0.39966338984506966,0.055820210567353555,-5.292327027702071
